"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","PEG","P/S","P/B","P/Free Cash Flow","Dividend","Dividend Yield","EPS (ttm)","EPS growth this year","EPS growth past 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Shares Outstanding","Shares Float","Float Short","Return on Equity","Current Ratio","Gross Margin","Operating Margin","Profit Margin","Performance (Half Year)","Performance (Year)","Performance (YTD)","52-Week High","Price","Change"
1699,"GIS","General Mills, Inc.","Consumer Defensive","Packaged Foods","USA",43881.05,15.77,2.44,2.27,4.45,37.23,2.16,2.86%,4.79,16.90%,9.80%,4.00%,3.90%,3.30%,19367.20,595.90,584.30,2.60%,28.30%,0.60,32.70%,19.70%,15.00%,-0.05%,9.76%,-9.98%,-14.56%,75.48,-0.55%
1700,"GK","AdvisorShares Gerber Kawasaki ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.20,1.14%,,,,,,,,,,,,,,,,-8.34%,-25.37%,14.79%,-27.23%,17.19,-0.93%
1701,"GKOS","Glaukos Corporation","Healthcare","Medical Instruments & Supplies","USA",2464.72,,,8.65,4.47,,,,-1.90,60.50%,-60.40%,20.80%,-4.60%,-558.50%,284.90,47.61,45.82,9.75%,-15.60%,7.40,75.90%,-23.30%,-31.50%,-3.70%,-2.61%,17.95%,-20.11%,51.52,-1.83%
1702,"GLAD","Gladstone Capital Corporation","Financial","Closed-End Fund - Debt","USA",371.21,33.71,6.74,6.03,1.37,,0.90,8.61%,0.31,17.70%,0.71%,,0.90%,,61.57,35.52,34.28,1.08%,,,,,,-0.57%,-5.52%,8.63%,-18.23%,10.45,0.58%
1703,"GLDM","SPDR Gold MiniShares","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,3.93%,3.03%,2.32%,-9.99%,37.03,-2.45%
1704,"GLIN","VanEck India Growth Leaders ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.56,1.71%,,,,,,,,,,,,,,,,-6.35%,-20.28%,-0.51%,-21.01%,32.49,-1.52%
1705,"GLL","ProShares UltraShort Gold","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,-6.88%,-7.74%,-3.84%,-24.30%,29.80,4.97%
1706,"GLP","Global Partners LP","Energy","Oil & Gas Midstream","USA",1330.21,4.30,,0.07,2.14,4.06,2.54,6.62%,8.92,-52.10%,17.30%,10.00%,39.20%,263.90%,18542.80,33.92,27.05,1.34%,63.30%,1.20,5.40%,2.30%,1.60%,38.04%,38.99%,10.41%,0.61%,38.39,0.97%
1707,"GLPI","Gaming and Leisure Properties, Inc.","Real Estate","REIT - Specialty","USA",13844.12,22.30,2.65,10.87,3.83,120.17,2.82,5.24%,2.41,-1.70%,7.80%,8.00%,11.80%,35.40%,1273.60,256.56,246.04,2.06%,18.70%,,95.70%,74.80%,47.90%,6.62%,19.71%,3.32%,-1.18%,53.82,0.09%
1708,"GLSI","Greenwich LifeSciences, Inc.","Healthcare","Biotechnology","USA",258.24,,,,17.03,,,,-0.57,-140.80%,,,,-171.70%,,12.82,5.91,3.40%,-37.60%,65.70,,,,133.49%,-0.97%,34.41%,-22.23%,20.43,-1.79%
1709,"GLTR","abrdn Physical Precious Metals Basket Shares ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,1.97%,-3.94%,-1.87%,-18.53%,87.56,-3.00%
1710,"GLU","The Gabelli Global Utility & Income Trust","Financial","Closed-End Fund - Equity","USA",88.88,4.62,,21.99,0.89,,1.20,8.06%,3.22,,,,-8.00%,,4.04,5.97,5.89,0.01%,,,,,,-11.63%,-25.77%,5.75%,-26.97%,14.89,-1.00%
1711,"GLW","Corning Incorporated","Technology","Electronic Components","USA",29925.46,16.70,1.99,2.07,2.67,103.55,1.08,3.02%,2.14,138.40%,-16.90%,8.40%,-3.50%,-43.20%,14459.00,843.00,763.28,1.34%,15.40%,1.50,33.60%,12.70%,12.70%,-2.06%,-16.38%,11.90%,-17.78%,35.74,-1.52%
1712,"GM","General Motors Company","Consumer Cyclical","Auto Manufacturers","USA",56170.01,6.98,0.44,0.38,0.91,7.19,0.36,0.88%,5.89,54.70%,2.20%,-3.20%,56.40%,39.00%,147211.00,1448.00,1349.91,1.51%,13.70%,1.10,12.90%,6.30%,5.90%,13.52%,-23.12%,22.27%,-24.42%,41.13,-0.89%
1713,"GME","GameStop Corp.","Consumer Cyclical","Specialty Retail","USA",5942.31,,,1.00,5.44,,,,-1.68,-59.10%,-30.50%,-5.50%,-8.50%,10.30%,5954.70,304.20,256.96,23.48%,-36.10%,1.60,21.00%,-8.80%,-8.50%,-42.00%,-11.04%,20.53%,-55.37%,22.25,-1.98%
1714,"GMED","Globus Medical, Inc.","Healthcare","Medical Devices","USA",7879.39,52.49,7.22,7.89,4.50,66.83,,,1.52,42.10%,5.90%,11.20%,10.60%,5.30%,998.40,99.65,76.59,6.34%,8.90%,6.30,74.50%,19.20%,15.50%,35.31%,19.22%,7.22%,-2.63%,79.63,1.32%
1715,"GMRE","Global Medical REIT Inc.","Real Estate","REIT - Healthcare Facilities","USA",731.56,43.97,4.89,5.57,1.29,75.42,0.84,7.43%,0.26,216.20%,18.00%,69.80%,18.00%,114.00%,131.30,65.52,61.74,2.50%,3.00%,,,12.00%,12.80%,-4.56%,-32.21%,19.20%,-32.50%,11.30,-1.91%
1716,"GMS","GMS Inc.","Industrials","Building Products & Equipment","USA",2545.37,8.02,0.30,0.49,2.18,8.13,,,7.62,155.80%,39.20%,14.90%,24.40%,42.00%,5232.80,42.23,40.80,1.76%,30.10%,2.30,32.10%,9.60%,6.30%,14.97%,18.55%,22.57%,-1.17%,61.04,-0.49%
1717,"GNE","Genie Energy Ltd.","Utilities","Utilities - Regulated Electric","USA",290.55,4.53,,1.15,1.82,4.34,0.30,2.62%,2.52,119.80%,22.70%,,-7.30%,133.10%,251.70,25.23,20.84,0.71%,66.00%,2.50,56.10%,34.50%,34.70%,31.08%,124.56%,10.54%,-1.38%,11.43,0.44%
1718,"GNK","Genco Shipping & Trading Limited","Industrials","Marine Shipping","USA",717.97,3.41,,1.21,0.77,4.55,3.12,17.75%,5.15,179.40%,16.50%,32.20%,-12.40%,-28.80%,593.20,42.53,39.76,6.30%,23.40%,2.60,52.50%,38.70%,37.20%,0.40%,8.72%,14.45%,-35.25%,17.58,-1.29%
1719,"GNL","Global Net Lease, Inc.","Real Estate","REIT - Office","USA",1537.77,2501.67,,3.93,1.06,248.03,1.60,10.66%,0.01,-121.50%,-17.60%,12.80%,-3.30%,333.00%,391.40,103.72,103.46,2.28%,0.00%,,81.00%,26.20%,0.20%,4.02%,5.48%,19.41%,-6.25%,15.01,-0.40%
1720,"GNMA","iShares GNMA Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.87,1.95%,,,,,,,,,,,,,,,,-4.01%,-8.67%,3.09%,-8.66%,44.85,-0.62%
1721,"GNOM","Global X Genomics & Biotechnology ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.01,0.09%,,,,,,,,,,,,,,,,-9.52%,-13.84%,9.72%,-18.45%,13.88,-2.12%
1722,"GNR","SPDR S&P Global Natural Resources ETF","Financial","Exchange Traded Fund","USA",,,,,,,3.66,6.11%,,,,,,,,,,,,,,,,14.20%,3.42%,4.93%,-8.88%,59.83,-0.89%
1723,"GNTX","Gentex Corporation","Consumer Cyclical","Auto Parts","USA",7291.48,22.49,1.42,3.95,3.44,29.26,0.48,1.59%,1.34,6.80%,4.70%,0.60%,23.50%,-3.80%,1845.20,234.58,233.47,1.05%,16.60%,3.70,32.50%,20.60%,17.70%,9.22%,-5.74%,10.82%,-5.77%,30.22,-0.13%
1724,"GNTY","Guaranty Bancshares, Inc.","Financial","Banks - Regional","USA",410.56,10.21,,3.33,1.41,13.55,0.88,2.58%,3.34,45.80%,26.00%,9.60%,29.00%,19.60%,123.20,11.91,8.84,0.66%,13.70%,,,81.70%,32.40%,-6.24%,-3.01%,-1.56%,-10.05%,34.10,2.19%
1725,"GO","Grocery Outlet Holding Corp.","Consumer Defensive","Grocery Stores","USA",3009.87,56.15,4.28,0.88,2.80,67.79,,,0.56,-42.20%,39.40%,11.00%,19.40%,0.70%,3430.00,97.06,88.83,10.29%,5.30%,1.60,30.70%,2.50%,1.60%,-28.92%,22.24%,7.33%,-32.43%,31.33,-1.97%
1726,"GOAU","U.S. Global GO GOLD and Precious Metal Miners ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.24,1.43%,,,,,,,,,,,,,,,,15.53%,-3.29%,7.93%,-25.30%,16.74,-3.90%
1727,"GOCO","GoHealth, Inc.","Financial","Insurance Brokers","USA",311.97,,,0.31,0.41,,,,-30.63,-700.00%,,,-37.10%,-27.60%,1011.90,8.82,4.40,6.08%,-70.00%,1.80,73.60%,-57.60%,-24.00%,89.00%,-63.85%,43.73%,-62.78%,15.02,-7.51%
1728,"GOEX","Global X Gold Explorers ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.26,0.98%,,,,,,,,,,,,,,,,9.21%,-4.27%,5.77%,-28.17%,26.21,-3.92%
1729,"GOF","Guggenheim Strategic Opportunities Fund","Financial","Closed-End Fund - Debt","USA",1691.93,8.60,,,,,2.19,12.83%,1.98,,,,,,,99.35,99.35,0.67%,,,,,,-2.52%,-11.99%,11.89%,-13.66%,17.03,-0.35%
1730,"GOGO","Gogo Inc.","Communication Services","Telecom Services","USA",2124.15,11.12,1.11,5.47,,24.17,,,1.50,308.50%,22.70%,-10.90%,20.80%,1.50%,388.20,129.91,95.45,10.20%,-129.40%,3.70,67.40%,35.00%,72.90%,-8.86%,33.60%,12.87%,-29.67%,16.66,-4.25%
1731,"GOLD","Barrick Gold Corporation","Basic Materials","Gold","Canada",32304.02,17.20,,2.80,1.36,157.58,0.40,2.18%,1.06,-13.00%,15.10%,7.00%,-10.60%,-30.10%,11549.00,1768.00,1750.87,1.50%,7.90%,3.80,36.70%,38.30%,16.40%,17.24%,-3.29%,6.64%,-28.70%,18.32,-5.57%
1732,"GOLF","Acushnet Holdings Corp.","Consumer Cyclical","Leisure","USA",3429.46,21.07,4.21,1.53,3.53,,0.72,1.45%,2.36,85.80%,31.00%,6.40%,7.00%,37.40%,2243.50,71.71,31.97,16.94%,16.50%,2.20,51.70%,11.10%,7.70%,-1.13%,7.22%,17.19%,-7.75%,49.76,0.53%
1733,"GOOD","Gladstone Commercial Corporation","Real Estate","REIT - Diversified","USA",729.57,,,4.96,3.14,,1.20,7.01%,-0.05,-234.70%,4.80%,9.80%,16.00%,-138.80%,147.10,39.51,38.97,1.70%,-0.80%,,77.70%,20.80%,-1.20%,-13.50%,-25.61%,-7.51%,-26.82%,17.11,0.00%
1734,"GOODO","Gladstone Commercial Corporation","Real Estate","REIT - Diversified","USA",752.45,,,,,,1.50,6.70%,,,,,,,,4.00,4.00,0.07%,,,,,,-3.45%,-15.69%,13.71%,-13.51%,22.40,3.70%
1735,"GOOS","Canada Goose Holdings Inc.","Consumer Cyclical","Apparel Manufacturing","Canada",2916.74,28.29,1.00,2.52,6.35,43.47,,,0.76,37.20%,32.10%,22.20%,19.00%,-65.10%,1156.30,105.33,54.03,23.04%,19.10%,2.20,67.10%,11.30%,7.20%,6.36%,-32.16%,20.10%,-37.91%,21.39,13.72%
1736,"GPACU","Global Partner Acquisition Corp II","Financial","Shell Companies","USA",386.81,57.28,,,,,,,0.18,,,,,41.00%,,30.00,30.00,0.02%,,,,,,4.46%,4.99%,2.18%,-0.29%,10.31,0.49%
1737,"GPK","Graphic Packaging Holding Company","Consumer Cyclical","Packaging & Containers","USA",7272.61,18.09,0.61,0.80,3.74,11.04,0.40,1.69%,1.31,14.40%,-0.70%,10.70%,37.50%,163.90%,9042.00,308.80,303.65,2.07%,21.10%,1.30,18.10%,8.00%,4.50%,9.69%,25.52%,6.34%,-2.23%,23.66,-0.67%
1738,"GPOR","Gulfport Energy Corporation","Energy","Oil & Gas E&P","USA",1215.41,4.23,,1.08,12.10,4.68,,,14.90,164.10%,23.00%,16.00%,75.80%,95.50%,1121.20,19.64,19.12,4.43%,134.70%,0.30,89.30%,,26.60%,-26.94%,-8.36%,-14.39%,-41.68%,63.04,1.40%
1739,"GPP","Green Plains Partners LP","Energy","Oil & Gas Midstream","USA",299.38,7.29,0.49,3.84,160.75,110.88,1.82,14.15%,1.76,-2.10%,-0.50%,-5.40%,4.10%,7.80%,77.90,23.23,11.43,2.53%,,1.50,,58.90%,52.60%,-4.03%,-15.78%,-0.77%,-13.23%,12.86,-2.21%
1740,"GPRE","Green Plains Inc.","Basic Materials","Specialty Chemicals","USA",2009.75,,,0.57,2.04,,,,-1.93,67.40%,-48.10%,-3.70%,27.90%,-7.90%,3551.10,57.68,57.33,14.36%,-10.50%,2.20,4.30%,-1.90%,-2.80%,-7.42%,8.39%,11.34%,-17.67%,33.96,-5.14%
1741,"GPS","The Gap, Inc.","Consumer Cyclical","Apparel Retail","USA",5659.32,141.30,,0.36,2.17,,0.60,3.93%,0.11,129.50%,-18.10%,1.40%,2.40%,290.60%,15898.00,365.00,179.49,18.87%,2.20%,1.50,34.30%,-0.20%,0.30%,56.51%,-13.69%,35.28%,-14.75%,15.26,3.11%
1742,"GQRE","FlexShares Global Quality Real Estate Index Fund","Financial","Exchange Traded Fund","USA",,,,,,,1.35,2.33%,,,,,,,,,,,,,,,,-4.29%,-17.73%,9.80%,-19.92%,57.80,-1.56%
1743,"GRBK","Green Brick Partners, Inc.","Consumer Cyclical","Residential Construction","USA",1470.17,5.34,3.10,0.83,1.56,29.52,,,6.08,66.40%,50.30%,29.10%,19.20%,65.30%,1779.00,46.03,42.99,4.07%,33.50%,,29.30%,20.50%,16.70%,10.81%,38.85%,34.09%,-5.07%,32.49,-1.16%
1744,"GRC","The Gorman-Rupp Company","Industrials","Specialty Industrial Machinery","USA",739.13,49.39,3.29,1.58,2.31,,0.70,2.42%,0.59,18.40%,3.70%,-0.20%,50.60%,-74.70%,469.20,26.09,22.65,1.11%,4.60%,2.40,24.90%,6.30%,3.30%,0.31%,-27.96%,12.96%,-28.72%,28.94,-3.69%
1745,"GREK","Global X MSCI Greece ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.75,2.47%,,,,,,,,,,,,,,,,24.04%,5.09%,13.89%,-1.75%,30.34,-0.72%
1746,"GRES","IQ Global Resources ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.35,0.99%,,,,,,,,,,,,,,,,14.04%,9.90%,4.22%,-3.42%,35.58,-1.00%
1747,"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund","Financial","Exchange Traded Fund","USA",,,,,,,1.10,1.16%,,,,,,,,,,,,,,,,7.37%,1.89%,9.44%,-1.70%,95.47,-0.94%
1748,"GRN","iPath Series B Carbon ETN","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,8.82%,-2.23%,14.75%,-7.18%,36.29,1.06%
1749,"GRNB","VanEck Green Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.60,2.54%,,,,,,,,,,,,,,,,-2.08%,-9.78%,2.52%,-9.49%,23.57,-0.55%
1750,"GRX","The Gabelli Healthcare & Wellness Trust","Financial","Closed-End Fund - Equity","USA",178.96,4.38,,,,,0.60,5.73%,2.39,,,,,,,17.09,16.83,0.02%,,,,,,-11.27%,-18.77%,1.85%,-20.92%,10.47,0.96%
1751,"GSBC","Great Southern Bancorp, Inc.","Financial","Banks - Regional","USA",715.23,9.72,1.62,3.15,1.41,21.16,1.60,2.72%,6.05,29.80%,11.20%,1.40%,20.40%,-2.20%,227.00,12.30,9.01,2.60%,12.50%,,,80.70%,31.20%,-3.21%,-0.73%,-1.21%,-8.40%,58.77,0.49%
1752,"GSBD","Goldman Sachs BDC, Inc.","Financial","Credit Services","USA",1606.24,17.87,,4.80,1.05,,1.80,11.36%,0.89,-42.00%,11.10%,22.60%,-1.60%,-119.60%,334.70,102.78,102.63,1.54%,5.70%,,67.50%,65.20%,27.00%,-9.01%,-23.02%,15.52%,-23.02%,15.85,-0.06%
1753,"GSEU","Goldman Sachs ActiveBeta Europe Equity ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.00,3.05%,,,,,,,,,,,,,,,,10.87%,-6.93%,9.48%,-10.69%,32.66,-0.83%
1754,"GSFP","Goldman Sachs Future Planet Equity ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.24,0.74%,,,,,,,,,,,,,,,,2.38%,-10.02%,10.69%,-8.95%,32.49,-1.05%
1755,"GSG","iShares S&P GSCI Commodity-Indexed Trust","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,-7.28%,3.47%,-5.84%,-24.54%,19.99,-2.34%
1756,"GSHD","Goosehead Insurance, Inc","Financial","Insurance - Diversified","USA",1666.64,3732.50,154.88,8.67,149.30,146.20,,,0.01,-48.60%,14.00%,36.90%,38.40%,-51.80%,192.20,20.89,19.99,13.29%,40.20%,,,-1.40%,-1.20%,-25.97%,-51.36%,30.43%,-56.11%,44.79,0.00%
1757,"GSIE","Goldman Sachs ActiveBeta International Equity ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.00,3.21%,,,,,,,,,,,,,,,,6.70%,-9.50%,7.96%,-10.33%,31.07,-0.96%
1758,"GSJY","Goldman Sachs ActiveBeta Japan Equity ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.64,2.02%,,,,,,,,,,,,,,,,3.36%,-9.74%,5.37%,-11.90%,31.79,-1.00%
1759,"GSK","GSK plc","Healthcare","Drug Manufacturers - General","United Kingdom",70389.69,14.15,1.24,1.80,6.28,13.51,1.65,4.73%,2.46,-24.10%,36.00%,4.10%,18.10%,-1.50%,39048.00,2044.19,2001.86,0.37%,96.60%,1.00,65.40%,17.30%,43.50%,-14.21%,-25.13%,-0.88%,-27.16%,34.83,-0.85%
1760,"GSL","Global Ship Lease, Inc.","Industrials","Marine Shipping","United Kingdom",695.38,2.59,0.22,1.10,0.78,2.69,1.50,7.74%,7.47,117.20%,19.80%,21.80%,24.50%,35.00%,634.20,36.65,34.05,8.96%,34.50%,0.80,70.80%,56.00%,44.30%,1.47%,-28.26%,16.34%,-35.48%,19.37,2.92%
1761,"GSLC","Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.54,1.88%,,,,,,,,,,,,,,,,-0.27%,-9.90%,7.46%,-10.26%,81.81,-1.04%
1762,"GSP","iPath S&P GSCI Total Return Index ETN","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,-7.66%,5.18%,-6.65%,-29.60%,20.24,-2.83%
1763,"GSQD","G Squared Ascend I Inc.","Financial","Shell Companies","USA",420.62,33.98,,,1.32,,,,0.30,,,,,1.50%,,43.12,31.04,0.19%,3.90%,0.10,,,,3.36%,2.73%,0.54%,-0.15%,10.16,0.00%
1764,"GSSC","Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.71,1.17%,,,,,,,,,,,,,,,,5.65%,-0.26%,12.00%,-4.34%,61.16,-0.32%
1765,"GSY","Invesco Ultra Short Duration ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.96,1.93%,,,,,,,,,,,,,,,,0.22%,-0.88%,0.49%,-0.90%,49.70,0.00%
1766,"GT","The Goodyear Tire & Rubber Company","Consumer Cyclical","Auto Parts","USA",3364.31,3.81,,0.16,0.64,,,,3.01,154.00%,-9.40%,2.90%,7.60%,-66.70%,20485.00,284.00,281.70,4.45%,16.80%,1.30,19.90%,5.00%,4.20%,-8.83%,-47.62%,12.91%,-49.43%,11.46,-1.63%
1767,"GTEK","Goldman Sachs Future Tech Leaders Equity ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.01,0.02%,,,,,,,,,,,,,,,,-4.26%,-26.82%,16.98%,-30.65%,24.47,-2.86%
1768,"GTES","Gates Industrial Corporation plc","Industrials","Specialty Industrial Machinery","USA",3775.92,19.93,,1.09,1.31,35.16,,,0.68,266.30%,44.30%,4.80%,-0.20%,-22.50%,3476.50,282.33,281.58,0.71%,6.60%,3.00,35.90%,10.40%,5.70%,10.01%,-13.57%,19.46%,-17.09%,13.63,-0.44%
1769,"GTLB","GitLab Inc.","Technology","Software - Application","USA",7490.18,,,19.75,10.18,,,,-1.22,-44.70%,,,69.20%,47.10%,379.20,148.88,88.03,12.32%,-23.20%,4.00,87.70%,-49.60%,-47.30%,-17.57%,-18.46%,14.88%,-35.43%,52.20,-10.88%
1770,"GTN","Gray Television, Inc.","Communication Services","Broadcasting","USA",1210.53,5.03,0.14,0.36,0.62,5.24,0.32,2.42%,2.63,-89.20%,-14.10%,24.30%,51.20%,427.00%,3325.00,91.00,75.89,4.39%,13.40%,2.10,36.30%,22.00%,7.40%,-32.55%,-36.98%,18.32%,-46.63%,13.24,-5.83%
1771,"GTO","Invesco Total Return Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.68,3.48%,,,,,,,,,,,,,,,,-2.35%,-12.23%,3.94%,-11.97%,48.30,-0.74%
1772,"GTY","Getty Realty Corp.","Real Estate","REIT - Retail","USA",1653.29,20.99,,10.22,2.21,157.46,1.72,4.84%,1.70,-15.30%,3.30%,6.20%,4.70%,-9.40%,161.80,46.73,42.17,10.99%,10.60%,,86.10%,58.20%,49.20%,24.37%,19.68%,5.08%,-2.52%,35.57,-0.64%
1773,"GUNR","FlexShares Morningstar Global Upstream Natural Resources Index Fund","Financial","Exchange Traded Fund","USA",,,,,,,1.79,4.01%,,,,,,,,,,,,,,,,11.78%,4.77%,2.62%,-9.38%,44.61,-1.06%
1774,"GURU","Global X Guru Index ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.07,0.20%,,,,,,,,,,,,,,,,2.35%,-14.01%,9.33%,-15.88%,37.23,-1.73%
1775,"GVA","Granite Construction Incorporated","Industrials","Engineering & Construction","USA",1870.11,63.57,9.08,0.71,1.99,,0.52,1.21%,0.68,-103.00%,-15.00%,3.70%,-4.90%,128.20%,2639.50,43.97,43.45,12.25%,6.90%,1.50,9.60%,0.90%,2.40%,41.36%,20.97%,22.90%,0.51%,43.10,0.70%
1776,"GVCI","Green Visor Financial Technology Acquisition Corp. I","Financial","Shell Companies","USA",259.65,14.10,,,1.32,,,,0.74,,,,,,,25.01,24.96,0.00%,7.50%,0.70,,,,4.63%,,0.19%,-2.44%,10.39,0.00%
1777,"GVIP","Goldman Sachs Hedge Industry VIP ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.01,0.01%,,,,,,,,,,,,,,,,-0.49%,-17.85%,12.36%,-19.67%,77.99,-1.05%
1778,"GWRE","Guidewire Software, Inc.","Technology","Software - Application","USA",6161.78,,,7.32,5.33,,,,-2.38,-171.30%,-61.50%,9.80%,17.70%,-35.00%,842.00,83.32,81.63,4.81%,-14.30%,3.70,42.90%,-24.80%,-23.60%,-4.89%,-24.52%,21.16%,-23.85%,75.80,-3.55%
1779,"GWRS","Global Water Resources, Inc.","Utilities","Utilities - Regulated Water","USA",339.66,67.89,4.53,7.74,7.71,,0.30,2.01%,0.22,221.90%,26.20%,7.10%,4.40%,9.40%,43.90,23.47,11.75,0.60%,14.90%,1.20,,17.90%,11.40%,4.08%,-3.58%,11.45%,-14.70%,14.80,-0.40%
1780,"GWX","SPDR S&P International Small Cap ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.80,2.51%,,,,,,,,,,,,,,,,2.82%,-11.42%,7.82%,-12.60%,31.71,-1.83%
1781,"GXC","SPDR S&P China ETF","Financial","Exchange Traded Fund","USA",,,,,,,2.10,2.42%,,,,,,,,,,,,,,,,5.03%,-15.79%,10.55%,-18.19%,86.63,-2.33%
1782,"GXG","Global X MSCI Colombia ETF","Financial","Exchange Traded Fund","USA",,,,,,,2.49,12.07%,,,,,,,,,,,,,,,,-11.91%,-33.90%,3.98%,-41.72%,20.63,-1.29%
1783,"GXII","GX Acquisition Corp. II","Financial","Shell Companies","USA",378.58,420.42,,,1.33,,,,0.02,,,,,-138.40%,,37.50,30.00,0.06%,0.80%,0.10,,,,3.17%,3.59%,0.80%,-0.10%,10.09,-0.10%
1784,"GXO","GXO Logistics, Inc.","Industrials","Integrated Freight & Logistics","USA",6507.22,30.87,2.34,0.74,2.53,30.84,,,1.78,589.30%,,,15.90%,-14.80%,8788.00,118.62,117.97,4.41%,8.50%,1.00,16.70%,2.60%,2.40%,6.14%,-33.77%,28.44%,-37.73%,54.83,-1.15%
1785,"GXTG","Global X Thematic Growth ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.34,1.21%,,,,,,,,,,,,,,,,-13.58%,-27.83%,22.77%,-30.02%,27.93,-3.32%
1786,"GYLD","Arrow Dow Jones Global Yield ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.62,4.50%,,,,,,,,,,,,,,,,1.55%,-8.16%,5.30%,-8.59%,13.73,-0.50%
1787,"HA","Hawaiian Holdings, Inc.","Industrials","Airlines","USA",583.92,,,0.24,1.64,,,,-5.50,74.30%,-21.90%,-8.10%,45.70%,-163.70%,2405.00,51.39,50.17,9.29%,-75.50%,1.50,5.90%,-11.60%,-13.40%,-31.94%,-38.07%,7.99%,-48.96%,11.08,-3.32%
1788,"HACK","ETFMG Prime Cyber Security ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.10,0.22%,,,,,,,,,,,,,,,,-4.95%,-14.65%,6.77%,-21.39%,47.03,-2.18%
1789,"HAE","Haemonetics Corporation","Healthcare","Medical Instruments & Supplies","USA",4549.93,52.14,5.21,4.20,6.09,39.12,,,1.67,-45.50%,29.60%,2.30%,24.00%,123.00%,1083.70,50.95,50.27,2.49%,11.60%,2.70,53.00%,12.20%,7.90%,27.18%,86.57%,10.78%,-4.66%,87.13,0.88%
1790,"HAFC","Hanmi Financial Corporation","Financial","Banks - Regional","USA",732.52,7.40,0.93,3.16,1.20,10.38,1.00,4.15%,3.26,133.80%,13.00%,4.00%,29.10%,2.70%,231.60,30.31,30.08,2.77%,16.00%,,,98.20%,43.00%,-5.89%,-10.17%,-2.55%,-12.83%,24.12,0.04%
1791,"HAIL","SPDR S&P Kensho Smart Mobility ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.80,2.16%,,,,,,,,,,,,,,,,-11.63%,-22.30%,25.70%,-25.82%,37.03,-1.70%
1792,"HAIN","The Hain Celestial Group, Inc.","Consumer Defensive","Packaged Foods","USA",1852.43,30.57,,0.99,1.85,228.69,,,0.71,30.10%,5.80%,-4.20%,-3.40%,-61.20%,1876.20,89.31,88.20,3.77%,5.80%,2.30,22.20%,5.10%,3.50%,-4.51%,-40.94%,33.37%,-42.58%,21.58,-2.00%
1793,"HAL","Halliburton Company","Energy","Oil & Gas Equipment & Services","USA",35438.12,22.29,0.52,1.75,4.60,85.81,0.64,1.66%,1.73,148.90%,17.50%,-0.80%,38.80%,126.50%,20297.00,908.00,905.37,2.25%,20.10%,2.10,43.90%,9.10%,7.10%,41.44%,22.80%,-1.98%,-12.32%,38.57,0.03%
1794,"HALO","Halozyme Therapeutics, Inc.","Healthcare","Biotechnology","USA",7479.99,35.34,1.14,12.88,74.15,31.48,,,1.49,200.60%,40.20%,24.80%,80.50%,-70.10%,580.60,136.53,133.75,6.48%,99.70%,6.00,79.50%,42.50%,36.40%,15.99%,50.39%,-7.47%,-11.45%,52.65,-0.42%
1795,"HAP","VanEck Natural Resources ETF","Financial","Exchange Traded Fund","USA",,,,,,,2.63,5.19%,,,,,,,,,,,,,,,,9.68%,2.13%,3.05%,-11.23%,50.74,-1.09%
